datetime,holdings,cash,total,returns
2000-08-30,14874.975187498245,96563.54896957893,111438.52415707718,0.000696092240516144
2000-08-31,15234.992181721143,96563.54896957893,111798.54115130007,0.003230633184942766
2000-09-01,15859.927341504292,96563.54896957893,112423.47631108321,0.005589832866758071
2000-09-05,15609.793447626893,96563.54896957893,112173.34241720583,-0.0022249258080692114
2000-09-06,14610.057021937997,96563.54896957893,111173.60599151693,-0.008912424326009472
2000-09-07,15499.910347281391,96563.54896957893,112063.45931686032,0.008004177946798752
2000-09-08,14719.9401222835,96563.54896957893,111283.48909186243,-0.006960076279570404
2000-09-11,14610.057021937997,96563.54896957893,111173.60599151693,-0.0009874160240859187
2000-09-12,14437.440660667971,96563.54896957893,111000.9896302469,-0.0015526739438783688
2000-09-13,14500.173921592494,96563.54896957893,111063.72289117142,0.0005651594741045152
2000-09-14,14214.877435604534,96563.54896957893,110778.42640518346,-0.0025687639362450554
2000-09-15,13807.311027050304,96563.54896957893,110370.85999662924,-0.0036791135402438613
2000-09-18,15165.066572410373,96563.54896957893,111728.6155419893,0.012301757414969305
